Begin_Date,Title,Company,Station,Epesodes,Character_count,Character_count_no_space
10/8/17,干物妹!うまるちゃんR,動画工房,AT-X、TOKYO MX、BS11、ABC,12,11,11
10/10/17,おにゃんこポン,京風とまと,TOKYO MX,12,7,7
10/10/17,ネト充のススメ,SIGNAL.MD,TOKYO MX、YTV、AT-X,11,7,7
10/10/17,"Wake Up, Girls! 新章",ミルパンセ,TX,13,18,15
10/12/17,僕の彼女がマジメ過ぎるしょびっちな件,ディオメディア、Studio Blanc.,AT-X、TOKYO MXほか,10,18,18
10/13/17,いぬやしき,MAPPA,CX,11,5,5
10/14/17,猫のダヤン（第4期）,勝鬨スタジオ,TOKYO MX,30,10,10
10/14/17,3月のライオン（第2期）,シャフト,NHK総合,22,12,12
12/8/17,イナズマデリバリー（第2期）,カナバングラフィックス,スペースシャワーTV,10,14,14
1/1/18,アイドリッシュセブン,TROYCA,TOKYO MXほか,17,10,10
1/2/18,宇宙よりも遠い場所,マッドハウス,AT-X、TOKYO MX、MBS,13,9,9
1/4/18,ゆるキャン△,C-Station,AT-X、TOKYO MXほか,12,6,6
1/4/18,ラーメン大好き小泉さん,Studio五組、AXsiZ,AT-X、TOKYO MX、MBS,12,11,11
1/5/18,刀使ノ巫女,Studio五組,AT-X、TOKYO MX、MBS,24,5,5
1/5/18,働くお兄さん!,Tomovies,TOKYO MX、AT-X、BSフジ,13,7,7
1/5/18,伊藤潤二『コレクション』,スタジオディーン,WOWOW、TOKYO MX、AT-X,12,12,12
1/6/18,グランクレスト戦記,A-1 Pictures,TOKYO MXほか,24,9,9
1/6/18,剣王朝,EMTスクエアード,TOKYO MX,12,3,3
1/6/18,七つの大罪 戒めの復活,A-1 Pictures,MBS,24,11,10
1/6/18,新幹線変形ロボ シンカリオン THE ANIMATION,OLM,TBS,76,28,25
1/6/18,ポチっと発明 ピカちんキット（実写+アニメ）,OLM、シンエイ動画,TX,115,22,21
1/6/18,サンリオ男子,ぴえろ,TOKYO MXほか,12,6,6
1/6/18,citrus,パッショーネ,AT-X、TOKYO MX、BSフジ,12,6,6
1/7/18,スロウスタート,CloverWorks,TOKYO MX、AT-X、KTVほか,12,7,7
1/7/18,ポプテピピック,神風動画,TOKYO MXほか,12,7,7
1/7/18,カードキャプターさくら クリアカード編,マッドハウス,NHK BSプレミアム,22,19,18
1/7/18,三ツ星カラーズ,SILVER LINK.,TOKYO MX、AT-Xほか,12,7,7
1/7/18,学園ベビーシッターズ,ブレインズ・ベース,TOKYO MX、SUN、BS11,12,10,10
1/8/18,続 刀剣乱舞-花丸-,動画工房,TOKYO MX、BS11、KTV,12,10,9
1/8/18,刻刻,ジェノスタジオ,TOKYO MX、AT-X、BS11,12,2,2
1/8/18,25歳の女子高生,リリクス,TOKYO MX、AT-X,12,8,8
1/8/18,銀魂.（銀ノ魂篇）,BN Pictures,TX,26,9,9
1/8/18,りゅうおうのおしごと!,project No.9,AT-X、TOKYO MXほか,12,11,11
1/8/18,からかい上手の高木さん,シンエイ動画,TOKYO MX、YTV、BS11,12,11,11
1/9/18,バジリスク 〜桜花忍法帖〜,セブン・アークス・ピクチャーズ,TOKYO MXほか,24,13,12
1/9/18,まめねこ,キャラクション,TOKYO MX,12,4,4
1/9/18,gdメン gdgd men's party,,TOKYO MX,12,21,18
1/9/18,弱虫ペダル GLORY LINE,トムス・エンタテインメント,TX,25,16,14
1/9/18,うちのウッチョパス,白組,NHK Eテレ,38,9,9
1/9/18,怪獣娘 〜ウルトラ怪獣擬人化計画〜（第2期）,スタジオぷYUKAI,TOKYO MX、AT-X,12,22,21
1/9/18,オーバーロードII,マッドハウス,AT-X、TOKYO MX、MBSほか,13,9,9
1/10/18,ダメプリ ANIME CARAVAN,スタジオ フラッド,TOKYO MX、AT-X、BSフジほか,12,18,16
1/11/18,ヴァイオレット・エヴァーガーデン,京都アニメーション,TOKYO MX、ABCほか,13,16,16
1/11/18,メルヘン・メドヘン,フッズエンタテインメント,AT-X、TOKYO MX、BS11,12,9,9
1/11/18,デスマーチからはじまる異世界狂想曲,SILVER LINK.、CONNECT,AT-X、TOKYO MX、BS11,12,17,17
1/12/18,恋は雨上がりのように,WIT STUDIO,CX,12,10,10
1/12/18,ミイラの飼い方,エイトビット,TBS,12,7,7
1/12/18,だがしかし2,手塚プロダクション,TBS,12,6,6
1/12/18,たくのみ。,プロダクションアイムズ,TBS,12,5,5
1/12/18,ハクメイとミコチ,Lerche,AT-X、TOKYO MXほか,12,8,8
1/12/18,覇穹 封神演義,C-Station,TOKYO MXほか,23,7,6
1/12/18,博多豚骨ラーメンズ,サテライト,AT-X、TOKYO MX、BS11,12,9,9
1/13/18,BEATLESS,ディオメディア,MBS,20,8,8
1/13/18,キリングバイツ,ライデンフィルム,MBS,12,7,7
1/13/18,ダーリン・イン・ザ・フランキス,CloverWorks、TRIGGER,TOKYO MX、ABCほか,24,15,15
1/15/18,戦隊ヒーロー スキヤキフォース -ぐんまの平和を願うシーズン え、また?-,STUDIO 4℃,GTV,24,37,34
1/17/18,斉木楠雄のΨ難（第2期）,EGG FIRM、J.C.STAFF,TX,120,12,12
1/27/18,七つの美徳,ブリッジ,AT-X,10,5,5
1/28/18,Fate/EXTRA Last Encore,シャフト,TOKYO MX、MBSほか,13,22,20
2/4/18,HUGっと!プリキュア,東映アニメーション,ABC,49,11,11
4/1/18,デュエル・マスターズ!,アセンション、小学館ミュージック&デジタル エンタテイメント,TX,51,11,11
4/1/18,ゲゲゲの鬼太郎（第6作）,東映アニメーション,CX,97,12,12
4/2/18,ウマ娘 プリティーダービー,P.A.WORKS,TOKYO MX、KTV、SAGA,13,13,12
4/2/18,甘い懲罰〜私は看守専用ペット,マジックバス,TOKYO MX、AT-X,13,14,14
4/2/18,キャラとおたまじゃくし島,,NHK Eテレ,40,12,12
4/2/18,ベイブレードバースト 超ゼツ,OLM,TX,51,14,13
4/2/18,お前はまだグンマを知らない,旭プロダクション,GTV、ANIMAX,12,13,13
4/2/18,魔法少女 俺,ぴえろプラス,AT-X、TOKYO MX、SUNほか,12,6,5
4/2/18,かくりよの宿飯,GONZO,TOKYO MX、AT-X、BSフジほか,26,7,7
4/3/18,宇宙戦艦ティラミス,GONZO,TOKYO MX、AT-X、BS11、SUN,13,9,9
4/3/18,キャプテン翼（第4作）,david production,TX,52,11,11
4/3/18,ガンダムビルドダイバーズ,サンライズ,TX,25,12,12
4/3/18,少年アシベ GO! GO! ゴマちゃん（第3期）,ブリッジ、studioぱれっと,NHK Eテレ,32,24,21
4/3/18,銀河英雄伝説 Die Neue These 邂逅,Production I.G,ファミリー劇場、TOKYO MX、MBS,12,24,20
4/3/18,東京喰種トーキョーグール:re（第1期）,ぴえろ,TOKYO MX、SUN、BS11,12,20,20
4/4/18,立花館To Lieあんぐる,Creators in Pack、スタジオリングス,TOKYO MX、AT-X、BSフジ,12,13,12
4/4/18,ルパン三世 PART5,テレコム・アニメーションフィルム,NTV,24,11,10
4/4/18,3D彼女 リアルガール（第1期）,フッズエンタテインメント,NTV,12,16,15
4/4/18,ねこねこ日本史（第3期）,ジョーカーフィルムズ,NHK Eテレ,32,12,12
4/4/18,ありすorありす,EMTスクエアード,TOKYO MX、AT-X、SUN,12,8,8
4/4/18,重神機パンドーラ,サテライト,TOKYO MX、WOWOW、MBS,26,8,8
4/5/18,俺たちゃ妖怪人間G,DLE,TOKYO MX、BS11,25,9,9
4/5/18,アイカツフレンズ!,BN Pictures,TX,50,9,9
4/5/18,多田くんは恋をしない,動画工房,TOKYO MX、AT-X、SUNほか,13,10,10
4/5/18,うさぎのマシュー,勝鬨スタジオ,TOKYO MX,52,8,8
4/5/18,ケッケロケー,勝鬨スタジオ,TOKYO MX,13,6,6
4/5/18,こみっくがーるず,Nexus,TOKYO MX、AT-X、BS11、KTV,12,8,8
4/6/18,メガロボクス,トムス・エンタテインメント,TBS,13,6,6
4/6/18,されど罪人は竜と踊る,セブン・アークス・ピクチャーズ,TBS,12,10,10
4/6/18,イナズマイレブン アレスの天秤,OLM,TX,26,15,14
4/6/18,あはれ!名作くん（第3期）,Pie in the sky,NHK Eテレ,39,13,13
4/6/18,ヒナまつり,feel.,AT-X、TOKYO MX、KBS京都ほか,12,5,5
4/6/18,あっくんとカノジョ,ゆめ太カンパニー,AT-X、TOKYO MX,25,9,9
4/6/18,グラゼニ（第1期）,スタジオディーン,BSスカパー!,12,9,9
4/6/18,テレビ野郎 ナナーナ,,TX,24,10,9
4/7/18,Lostorage conflated WIXOSS,J.C.STAFF,TOKYO MX、BS11、テレ朝チャンネル1,12,26,24
4/7/18,信長の忍び〜姉川・石山篇〜,トムス・エンタテインメント,TOKYO MX、KBS京都、BSフジ,26,13,13
4/7/18,魔法少女サイト,production dóA,MBS,12,7,7
4/7/18,僕のヒーローアカデミア（第3期）,ボンズ,YTV,25,16,16
4/7/18,メジャーセカンド（第1期）,OLM,NHK Eテレ,25,13,13
4/7/18,あまんちゅ! 〜あどばんす〜,J.C.STAFF,TOKYO MX、AT-X、BS11,12,14,13
4/7/18,デビルズライン,プラチナビジョン,AT-X、TOKYO MX、SUNほか,12,7,7
4/8/18,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン,Studio 3Hz,TOKYO MX、MBSほか,12,32,30
4/8/18,PERSONA5 the Animation,CloverWorks,TOKYO MX、MBS、AT-Xほか,26,22,20
4/8/18,鬼灯の冷徹 第弐期 その弐,スタジオディーン,TOKYO MX、SUN，KBS京都ほか,13,13,11
4/8/18,LOST SONG,ライデンフィルム、ドワンゴ,TOKYO MX、SUN、BSフジほか,12,9,8
4/8/18,こねこのチー ポンポンらー大旅行,マーザ・アニメーションプラネット,TX,25,16,15
4/8/18,若おかみは小学生!,マッドハウス,TX,24,9,9
4/8/18,レイトン ミステリー探偵社 〜カトリーのナゾトキファイル〜,ライデンフィルム,CX,50,29,27
4/8/18,キラッとプリ☆チャン,タツノコプロ、同友A&E,TX,153,10,10
4/8/18,ニル・アドミラリの天秤,ゼロジー,TOKYO MX、SUN、BSフジ、AT-X,12,11,11
4/8/18,Cutie Honey Universe,プロダクション リード,AT-X、TOKYO MXほか,12,20,18
4/8/18,Caligula -カリギュラ-,サテライト,TOKYO MX、AT-X、BSフジ、YTV,12,16,15
4/9/18,ピアノの森（第1期）,ガイナックススタジオ,NHK総合,12,10,10
4/9/18,食戟のソーマ 餐ノ皿 遠月列車篇,J.C.STAFF,TOKYO MX、BS11,12,16,14
4/9/18,美男高校地球防衛部HAPPY KISS!,スタジオコメット,TX,12,20,19
4/9/18,ゴールデンカムイ（第1期）,ジェノスタジオ,TOKYO MX、BS11、時代劇専門チャンネル,12,13,13
4/10/18,蒼天の拳 -REGENESIS-（第1期）,ポリゴン・ピクチュアズ,TOKYO MX、KBS京都、SUN、BSフジ,12,21,20
4/10/18,踏切時間,EKACHI EPILKA,TOKYO MX、AT-X,12,4,4
4/10/18,ハイスクールD×D HERO,パッショーネ,TOKYO MX、AT-X、BS11ほか,13,14,13
4/11/18,鹿楓堂よついろ日和,ZEXCS,TOKYO MX、AT-X、KBS京都,12,9,9
4/11/18,ポンコツクエスト〜魔王と派遣の魔物たち〜（第5期）,vap,BS11,12,25,25
4/12/18,ラストピリオド -終わりなき螺旋の物語-,J.C.STAFF,TOKYO MX、ABCテレビ、BS11、AT-X,12,20,19
4/12/18,Butlers〜千年百年物語〜,SILVER LINK.,TOKYO MX、SUN、AT-Xほか,12,15,15
4/12/18,STEINS;GATE 0,WHITE FOX,TOKYO MX、AT-X、BS11ほか,23,13,12
4/13/18,ひそねとまそたん,ボンズ,TOKYO MX、BSフジ、GBS,12,8,8
4/13/18,ヲタクに恋は難しい,A-1 Pictures,CX,11,9,9
4/13/18,奴隷区 The Animation,ゼロジー、ティー・エヌ・ケー,TOKYO MX、AT-X、BS11,12,17,15
4/13/18,妖怪ウォッチ シャドウサイド,OLM,TX,49,14,13
4/13/18,フルメタル・パニック! Invisible Victory,XEBEC,TOKYO MX、AT-X、SUN、BS11,12,29,27
5/3/18,おしりたんてい（第1期）,東映アニメーション,NHK Eテレ,10,12,12
5/5/18,カードファイト!! ヴァンガード（中学生編・高校生編）,OLM,TOKYO MXほか,52,27,26
6/2/18,フューチャーカード 神バディファイト,OLM、XEBEC,TVA,47,18,17
7/1/18,ISLAND,feel.,TOKYO MX、AT-X、SUN、BSフジ,12,6,6
7/2/18,カエル王子といもむしヘンリー,,TOKYO MX,130,14,14
7/2/18,はねバド!,ライデンフィルム,TOKYO MX、AT-X、BS11、KTV,13,5,5
7/2/18,バキ（第1期）,トムス・エンタテインメント,TOKYO MXほか,26,7,7
7/3/18,One Room セカンドシーズン,ゼロジー,TOKYO MX、AT-X,13,17,15
7/3/18,ヤマノススメ サードシーズン,エイトビット,TOKYO MX、YTVほか,13,14,13
7/3/18,アイドルマスター シンデレラガールズ劇場（第3期）,ギャザリング,TOKYO MX、AT-X、BS11,13,25,24
7/3/18,千銃士,トムス・エンタテインメント,TOKYO MXほか,12,3,3
7/4/18,Back Street Girls -ゴクドルズ-,J.C.STAFF,TOKYO MXほか,10,25,22
7/4/18,焼肉店センゴク,スタジオプラセボ,TOKYO MX,12,7,7
7/4/18,中間管理録トネガワ,マッドハウス,NTV,24,9,9
7/4/18,陰陽師・平安物語,BLADE,TOKYO MX,12,8,8
7/5/18,Free! -Dive to the Future-,京都アニメーション、アニメーションDo,TOKYO MX、AT-X、ABCほか,12,26,22
7/5/18,すのはら荘の管理人さん,SILVER LINK.,TOKYO MX、AT-X、BS11,12,11,11
7/5/18,異世界魔王と召喚少女の奴隷魔術,亜細亜堂,TOKYO MX、AT-X、SUN、BSフジ,12,15,15
7/5/18,BanG Dream! ガルパ☆ピコ,DMM.futureworks/ダブトゥーンスタジオ、サンジゲン,TOKYO MX、SUN、AT-X,26,18,16
7/5/18,夢王国と眠れる100人の王子様,project No.9,TOKYO MX、SUN、AT-X、BS11,12,15,15
7/6/18,BANANA FISH,MAPPA,CX,24,11,10
7/6/18,七星のスバル,Lerche,TBS,12,6,6
7/6/18,殺戮の天使,J.C.STAFF,AT-X、TOKYO MXほか,12,5,5
7/6/18,はるかなレシーブ,C2C,AT-X、TOKYO MXほか,12,8,8
7/6/18,働くお兄さん!の2!,Tomovies,TOKYO MX、AT-X、BSフジ,12,10,10
7/6/18,ちおちゃんの通学路,ディオメディア,TOKYO MXほか,12,9,9
7/6/18,音楽少女,スタジオディーン,TOKYO MX、AT-X、BS11,12,4,4
7/7/18,闇芝居（第6期）,ILCA,TX,13,8,8
7/7/18,ゾイドワイルド,OLM,MBS,50,7,7
7/7/18,おしえて魔法のペンデュラム 〜リルリルフェアリル〜,スタジオディーン,KIDS STATION、ANIMAX、TOKYO MX,26,25,24
7/8/18,はたらく細胞,david production,TOKYO MX、AT-Xほか,13,6,6
7/8/18,百錬の覇王と聖約の戦乙女,EMTスクエアード,TOKYO MX、AT-X、BS11,12,12,12
7/8/18,スペースバグ,トムス・エンタテインメント,TOKYO MX,52,6,6
7/8/18,あそびあそばせ,Lerche,TOKYO MX、AT-Xほか,12,7,7
7/8/18,プラネット・ウィズ,J.C.STAFF,TOKYO MX、MBS、AT-X、BS11,12,9,9
7/9/18,兄に付ける薬はない!2,イマジニア、ファンワークス,TOKYO MX,24,11,11
7/10/18,邪神ちゃんドロップキック,ノーマッド,BSフジ、TOKYO MXほか,11,12,12
7/10/18,悪偶 -天才人形-,スタジオディーン,TOKYO MXほか,12,9,8
7/10/18,Phantom in the Twilight,ライデンフィルム,TOKYO MX、BSフジ,12,23,20
7/10/18,京都寺町三条のホームズ,セブン,TX,12,11,11
7/10/18,オーバーロードIII,マッドハウス,AT-X、TOKYO MX、MBS、BS11,13,10,10
7/11/18,アンゴルモア 元寇合戦記,NAZ,TOKYO MXほか,12,12,11
7/11/18,深夜!天才バカボン,ぴえろプラス,TX,12,9,9
7/12/18,天狼 Sirius the Jaeger,P.A.WORKS,AT-X、TOKYO MX、BS11、TUT,12,20,17
7/13/18,少女☆歌劇 レヴュースタァライト,キネマシトラス,TBS,12,16,15
7/14/18,ハイスコアガール,J.C.STAFF,TOKYO MX、MBSほか,15,8,8
7/14/18,ロード オブ ヴァーミリオン 紅蓮の王,アスリード、ティアスタジオ,TOKYO MXほか,12,19,16
7/14/18,ハッピーシュガーライフ,Ezóla,MBS,12,11,11
7/14/18,ぐらんぶる,ゼロジー,MBS,12,5,5
7/14/18,ゆらぎ荘の幽奈さん,XEBEC,TOKYO MX、BS11、AT-Xほか,12,9,9
7/23/18,つくもがみ貸します,テレコム・アニメーションフィルム,NHK総合,12,9,9
7/23/18,進撃の巨人 Season 3,WIT STUDIO,NHK総合,12,14,12
7/30/18,マーベル フューチャー・アベンジャーズ（第2期）,マッドハウス,Dlife,13,24,23
8/3/18,ムヒョとロージーの魔法律相談事務所（第1期）,スタジオディーン,BSスカパー!、ANIMAX,12,22,22
8/6/18,ざんねんないきもの事典（第1期）,ファンワークス,NHK Eテレ,12,16,16
9/6/18,キラキラハッピー★ ひらけ!ここたま,OLM,TX,55,18,17
9/30/18,DOUBLE DECKER! ダグ&キリル,サンライズ,TOKYO MX、BS11、MBS,13,21,19
10/1/18,れいぞうこのつけのすけ!,,TX,44,12,12
10/1/18,あかねさす少女,ダンデライオンアニメーションスタジオ、オクルトノボル,ANIMAX、TOKYO MX、YTV,12,7,7
10/2/18,転生したらスライムだった件,エイトビット,TOKYO MX、BS11ほか,25,13,13
10/2/18,宇宙戦艦ティラミスII,GONZO,TOKYO MX、SUN、BS11,13,11,11
10/2/18,軒轅剣 蒼き曜,スタジオディーン,TX,13,7,6
10/2/18,爆釣バーハンター,東映アニメーション、ぎゃろっぷ,TX,25,8,8
10/3/18,異世界居酒屋〜古都アイテーリアの居酒屋のぶ〜,サンライズ,BS11,24,22,22
10/3/18,人外さんの嫁,サエッタ,TOKYO MX、AT-X、BSフジ,12,6,6
10/3/18,風が強く吹いている,Production I.G,NTV,23,9,9
10/3/18,シルバニアファミリー ミニストーリー シーズン2,,TOKYO MX、tvk,12,24,22
10/3/18,ほら、耳がみえてるよ!（第1期）,monofilmo,TOKYO MX、SUN、AT-X,12,16,16
10/4/18,ソラとウミのアイダ,トムス・エンタテインメント,TOKYO MXほか,12,9,9
10/4/18,RErideD -刻越えのデリダ-,GEEKTOYS,TOKYO MXほか,12,17,16
10/4/18,青春ブタ野郎はバニーガール先輩の夢を見ない,CloverWorks,TOKYO MX、メ〜テレほか,13,21,21
10/4/18,ゾンビランドサガ,MAPPA,AT-X、TOKYO MXほか,12,8,8
10/5/18,でびどる!,まさたかP,TOKYO MX,13,5,5
10/5/18,学園BASARA,ブレインズ・ベース,TBS,12,8,8
10/5/18,BAKUMATSU,スタジオディーン,TBS,12,9,9
10/5/18,イナズマイレブン オリオンの刻印,OLM,TX,49,16,15
10/5/18,となりの吸血鬼さん,Studio五組、AXsiZ,AT-X、TOKYO MXほか,12,9,9
10/5/18,やがて君になる,TROYCA,AT-X、TOKYO MXほか,13,7,7
10/5/18,とある魔術の禁書目録III,J.C.STAFF,AT-X、TOKYO MX、BS11、MBS,26,13,13
10/5/18,火ノ丸相撲,GONZO,TOKYO MX、BS11ほか,24,5,5
10/5/18,狐狸之声,ゆめ太カンパニー,TOKYO MX、AT-X、Twellv,12,4,4
10/5/18,グラゼニ（第2期）,スタジオディーン,BSスカパー!,12,9,9
10/5/18,うちのメイドがウザすぎる!,動画工房,AT-X、TOKYO MXほか,12,13,13
10/6/18,抱かれたい男1位に脅されています。,CloverWorks,TOKYO MXほか,13,17,17
10/6/18,ジョジョの奇妙な冒険 黄金の風,david production,TOKYO MX、BS11、MBS,39,15,14
10/6/18,宇宙戦艦ヤマト2202 愛の戦士たち,XEBEC,TX,26,18,17
10/6/18,おこしやす、ちとせちゃん,ギャザリング,TOKYO MX,24,12,12
10/6/18,寄宿学校のジュリエット,ライデンフィルム,MBS,12,11,11
10/6/18,色づく世界の明日から,P.A.WORKS,MBS,13,10,10
10/6/18,ほしの島のにゃんこ,アニメーション・プラネット,TOKYO MX,26,9,9
10/6/18,ラディアン（第1期）,Lerche,NHK Eテレ,21,10,10
10/6/18,逆転裁判 〜その「真実」、異議あり!〜 Season2,CloverWorks,YTV,23,27,25
10/7/18,ソードアート・オンライン アリシゼーション,A-1 Pictures,TOKYO MXほか,24,21,20
10/7/18,SSSS.GRIDMAN,TRIGGER,WOWOW、TOKYO MX、BS11、MBS,12,12,12
10/7/18,ゴブリンスレイヤー,WHITE FOX,AT-X、TOKYO MX、SUN、BS11,12,9,9
10/7/18,その時、カノジョは。,MASTER LIGHTS,KBC,12,10,10
10/7/18,RELEASE THE SPYCE,Lay-duce,AT-X、TOKYO MX、MBS、BS11,12,17,15
10/7/18,愛玩怪獣,シモグミ,TX,50,4,4
10/7/18,FAIRY TAIL（第3期）,CloverWorks、ブリッジ,TX,51,15,14
10/7/18,ユリシーズ ジャンヌ・ダルクと錬金の騎士,AXsiZ,TOKYO MX、SUN、BSフジ、AT-X,12,20,19
10/7/18,アニマエール!,動画工房,TOKYO MX、AT-X、BS11,12,7,7
10/8/18,ガイコツ書店員 本田さん,DLE,TOKYO MXほか,12,12,11
10/8/18,終電後、カプセルホテルで、上司に微熱伝わる夜。,,TOKYO MX,12,23,23
10/8/18,ひもてはうす,バウンスィ,BS11、TOKYO MX、J:COMテレビ,12,6,6
10/8/18,ゴールデンカムイ（第2期）,ジェノスタジオ,TOKYO MXほか,12,13,13
10/9/18,蒼天の拳 -REGENESIS-（第2期）,ポリゴン・ピクチュアズ,TOKYO MXほか,12,21,20
10/9/18,おとなの防具屋さん,IMAGICA Lab.,TOKYO MX、BS11,12,9,9
10/9/18,アイドルマスター SideM 理由あってMini!,ゼロジー,TOKYO MX、BS11,12,25,23
10/9/18,東京喰種トーキョーグール:re（第2期）,ぴえろ,TOKYO MXほか,12,20,20
10/10/18,CONCEPTION,GONZO,AT-X、TOKYO MX、BS11、SUN,12,10,10
10/10/18,俺が好きなのは妹だけど妹じゃない,NAZ、マギア・ドラグリエ,AT-X、TOKYO MXほか,10,16,16
10/11/18,ベルゼブブ嬢のお気に召すまま。,ライデンフィルム,ABCテレビ、TOKYO MXほか,12,15,15
10/11/18,からくりサーカス,VOLN,TOKYO MX、BS11、HTB,36,8,8
10/11/18,メルクストーリア -無気力少年と瓶の中の少女-,エンカレッジフィルムズ,AT-X、TOKYO MX、BS11、KBS京都,12,23,22
10/13/18,閃乱カグラ SHINOVI MASTER -東京妖魔篇-,ティー・エヌ・ケー,AT-X、TOKYO MX、BS11,12,28,25
10/18/18,INGRESS THE ANIMATION,CRAFTAR,CX,11,21,19
10/22/18,ツルネ -風舞高校弓道部-,京都アニメーション,NHK総合,13,13,12
10/25/18,叛逆性ミリオンアーサー（第1期）,J.C.STAFF,TOKYO MXほか,10,16,16
12/1/18,おしりたんてい（第2期）,東映アニメーション,NHK Eテレ,16,12,12
12/24/18,聖闘士星矢 セインティア翔,GONZO,ANIMAX,10,13,12
12/28/18,斉木楠雄のΨ難 完結編,EGG FIRM、J.C.STAFF,TX,10,11,10
1/3/19,BanG Dream! 2nd Season,サンジゲン,TOKYO MXほか,13,22,19
1/4/19,エガオノダイカ,タツノコプロ,WOWOW、TOKYO MX、YTV,12,7,7
1/4/19,ブギーポップは笑わない,マッドハウス,AT-X、TOKYO MXほか,18,11,11
1/5/19,不機嫌なモノノケ庵 續,ぴえろプラス,AT-X、TOKYO MX、SUN、BSフジ,13,11,10
1/6/19,W'z《ウィズ》,GoHands,TOKYO MX、TVQ、MBS、BS11,13,8,8
1/6/19,みにとじ,project No.9,AT-X、TOKYO MX、BS11、MBS,11,4,4
1/7/19,上野さんは不器用,レスプリ,TOKYO MX、BS11、J:COMテレビ,12,8,8
1/7/19,どろろ（第2作）,MAPPA、手塚プロダクション,TOKYO MX、BS11、時代劇専門チャンネル,24,8,8
1/7/19,モブサイコ100 II,ボンズ,TOKYO MX、BSフジ、ABCテレビ、AT-X,13,11,10
1/8/19,ぱすてるメモリーズ,project No.9,TOKYO MXほか,12,9,9
1/8/19,私に天使が舞い降りた!,動画工房,TOKYO MX、AT-Xほか,12,11,11
1/8/19,CIRCLET PRINCESS,SILVER LINK.,AT-X、TOKYO MX,12,16,15
1/9/19,臨死!!江古田ちゃん,,TOKYO MX、AT-X,12,10,10
1/9/19,雨色ココア sideG,EMTスクエアード,AT-X、TOKYO MX、SUN,12,11,10
1/9/19,3D彼女 リアルガール（第2期）,フッズエンタテインメント,NTV,12,16,15
1/9/19,賭ケグルイ××,MAPPA,MBS、TOKYO MXほか,12,7,7
1/9/19,盾の勇者の成り上がり,キネマシトラス,AT-X、TOKYO MXほか,25,10,10
1/9/19,ケムリクサ,ヤオヨロズ,TOKYO MXほか,12,5,5
1/9/19,明治東亰恋伽,トムス・エンタテインメント,TOKYO MXほか,12,6,6
1/9/19,同居人はひざ、時々、頭のうえ。,ゼロジー,AT-X、TOKYO MX、ABC、BS11,12,15,15
1/10/19,バーチャルさんはみている,リド,TOKYO MX,12,12,12
1/10/19,revisions リヴィジョンズ,白組,CX,12,17,16
1/10/19,Dimensionハイスクール（実写+アニメ）,アスミック・エース、ポリゴンマジック,TOKYO MX、BSフジ、J:COMテレビ,12,23,23
1/10/19,ガーリー・エアフォース,サテライト,AT-X、TOKYO MX、SUN、BS11,12,11,11
1/11/19,約束のネバーランド,CloverWorks,CX,12,9,9
1/11/19,五等分の花嫁,手塚プロダクション,TBS,12,6,6
1/11/19,グリムノーツ The Animation,ブレインズ・ベース,TBS,12,20,18
1/11/19,フライングベイビーズ,福島ガイナ,TX,12,10,10
1/11/19,デート・ア・ライブIII,J.C.STAFF,AT-X、TOKYO MXほか,12,12,12
1/12/19,B-PROJECT 〜絶頂*エモーション〜,BN Pictures,TOKYO MX、ABCほか,12,21,20
1/12/19,ドメスティックな彼女,ディオメディア,MBS,12,10,10
1/12/19,魔法少女特殊戦あすか,ライデンフィルム,MBS,12,10,10
1/12/19,バミューダトライアングル 〜カラフル・パストラーレ〜,セブン・アークス・ピクチャーズ,TOKYO MX、AT-X、SUN、BS11,12,26,25
1/12/19,かぐや様は告らせたい 〜天才たちの恋愛頭脳戦〜,A-1 Pictures,TOKYO MX、MBSほか,12,23,22
1/13/19,えんどろ〜!,Studio五組,TOKYO MX、AT-X、GYT、BS11,12,6,6
1/13/19,荒野のコトブキ飛行隊,GEMBA,TOKYO MX、TVA、MBS、BS11,12,10,10
1/15/19,けものフレンズ2,トマソン,TX,12,8,8
1/21/19,マナリアフレンズ,CygamesPictures,TOKYO MX、AT-X、BS11、J:COMテレビ,10,8,8
1/28/19,ピアノの森（第2期）,ガイナ,NHK総合,12,10,10
2/3/19,スター☆トゥインクルプリキュア,東映アニメーション,ABC,49,15,15
2/21/19,今日もツノがある,勝鬨スタジオ,TOKYO MX,50,8,8
4/1/19,ゴー!ゴー!キッチン戦隊クックルン（4代目）（実写+アニメ）,ODDJOB,NHK Eテレ,170,30,30
4/1/19,爆丸 バトルプラネット,トムス・エンタテインメント,TX,50,11,10
4/2/19,この世の果てで恋を唄う少女YU-NO,feel.,AT-Xほか,26,18,18
4/2/19,ダイヤのA actII,マッドハウス,TX,52,11,10
4/2/19,少年アシベ GO! GO! ゴマちゃん（第4期）,studioぱれっと、シンエイ動画,NHK Eテレ,24,24,21
4/2/19,アイドルマスター シンデレラガールズ劇場 CLIMAX SEASON,ギャザリング,TOKYO MX、BS11ほか,13,34,31
4/3/19,ねこねこ日本史（第4期）,ジョーカーフィルムズ,NHK Eテレ,32,12,12
4/4/19,アイカツフレンズ! 〜かがやきのジュエル〜,BN Pictures,TX,26,21,20
4/4/19,八十亀ちゃんかんさつにっき,サエッタ,TOKYO MX、TVA、AT-X,12,13,13
